,Price,Manufacturer,Model,Prod. year,title_status,Mileage,Color,state,Levy,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Airbags
82,18300,chevrolet,camaro,2017,clean vehicle,28395.0,black,florida,,,,,,,,,,,
83,4640,ford,door,2017,clean vehicle,36139.0,blue,texas,,,,,,,,,,,
84,24000,ford,door,2016,clean vehicle,84413.0,black,pennsylvania,,,,,,,,,,,
85,13200,gmc,door,2017,clean vehicle,33457.0,white,california,,,,,,,,,,,
86,18000,jeep,compass,2019,clean vehicle,29245.0,gray,north carolina,,,,,,,,,,,
87,14900,chevrolet,equinox,2017,clean vehicle,12783.0,silver,florida,,,,,,,,,,,
88,4140,ford,door,2017,clean vehicle,17617.0,white,texas,,,,,,,,,,,
89,11500,ford,door,2016,clean vehicle,36855.0,black,pennsylvania,,,,,,,,,,,
90,9110,ford,door,2017,clean vehicle,110316.0,white,texas,,,,,,,,,,,
91,7350,chrysler,door,2015,clean vehicle,88227.0,black,pennsylvania,,,,,,,,,,,
92,24500,bmw,door,2017,clean vehicle,17626.0,gray,michigan,,,,,,,,,,,
93,9300,ford,door,2017,clean vehicle,120353.0,white,texas,,,,,,,,,,,
94,39800,dodge,challenger,2015,clean vehicle,3641.0,white,pennsylvania,,,,,,,,,,,
95,53500,bmw,m,2017,clean vehicle,29355.0,blue,michigan,,,,,,,,,,,
96,15110,ford,door,2017,clean vehicle,39333.0,black,texas,,,,,,,,,,,
97,34000,ford,door,2015,clean vehicle,42930.0,white,pennsylvania,,,,,,,,,,,
98,26502,chevrolet,colorado,2017,clean vehicle,24993.0,black,michigan,,,,,,,,,,,
99,5990,ford,mpv,2017,clean vehicle,44929.0,black,texas,,,,,,,,,,,
100,13600,ford,focus,2018,clean vehicle,16971.0,black,south carolina,,,,,,,,,,,
101,23605,cadillac,door,2017,clean vehicle,35598.0,gray,michigan,,,,,,,,,,,
102,10780,ford,mpv,2017,clean vehicle,40455.0,white,texas,,,,,,,,,,,
103,13800,ford,focus,2018,clean vehicle,23164.0,white,south carolina,,,,,,,,,,,
104,25201,cadillac,door,2017,clean vehicle,19011.0,no_color,michigan,,,,,,,,,,,
105,7070,ford,mpv,2017,clean vehicle,45191.0,white,texas,,,,,,,,,,,
106,8700,ford,focus,2018,clean vehicle,21405.0,white,south carolina,,,,,,,,,,,
107,18003,chevrolet,malibu,2017,clean vehicle,19117.0,no_color,michigan,,,,,,,,,,,
108,8530,ford,door,2017,clean vehicle,42104.0,black,texas,,,,,,,,,,,
109,23100,dodge,durango,2018,clean vehicle,49496.0,white,south carolina,,,,,,,,,,,
110,24500,cadillac,door,2017,clean vehicle,32418.0,white,michigan,,,,,,,,,,,
111,7000,ford,mpv,2017,clean vehicle,29882.0,white,texas,,,,,,,,,,,
112,17000,ford,escape,2018,clean vehicle,34819.0,gold,south carolina,,,,,,,,,,,
113,34002,chevrolet,1500,2017,clean vehicle,31923.0,white,michigan,,,,,,,,,,,
114,6980,ford,mpv,2017,clean vehicle,29168.0,gray,texas,,,,,,,,,,,
115,25000,dodge,charger,2018,clean vehicle,28307.0,silver,michigan,,,,,,,,,,,
116,20802,chevrolet,colorado,2017,clean vehicle,33791.0,turquoise,michigan,,,,,,,,,,,
117,9200,ford,door,2017,clean vehicle,21770.0,black,texas,,,,,,,,,,,
118,26500,chrysler,pacifica,2017,clean vehicle,18375.0,gray,michigan,,,,,,,,,,,
119,24802,chevrolet,colorado,2017,clean vehicle,14158.0,gray,michigan,,,,,,,,,,,
120,7070,ford,mpv,2017,clean vehicle,30318.0,black,texas,,,,,,,,,,,
121,28500,ford,door,2017,clean vehicle,48086.0,red,south carolina,,,,,,,,,,,
122,47500,cadillac,door,2017,clean vehicle,26562.0,black,michigan,,,,,,,,,,,
123,23500,ford,explorer,2017,clean vehicle,57611.0,black,south carolina,,,,,,,,,,,
124,23505,chevrolet,colorado,2017,clean vehicle,47357.0,black,michigan,,,,,,,,,,,
125,10940,ford,door,2017,clean vehicle,84916.0,white,texas,,,,,,,,,,,
126,32100,ford,f-150,2017,clean vehicle,24521.0,gray,south carolina,,,,,,,,,,,
127,53000,chevrolet,3500,2018,clean vehicle,16105.0,black,washington,,,,,,,,,,,
128,6830,ford,mpv,2017,clean vehicle,35888.0,gold,texas,,,,,,,,,,,
129,11900,dodge,caravan,2017,clean vehicle,59537.0,gray,south carolina,,,,,,,,,,,
130,26414,chevrolet,1500,2017,clean vehicle,55222.0,black,michigan,,,,,,,,,,,
131,4160,dodge,mpv,2018,clean vehicle,32870.0,gray,florida,,,,,,,,,,,
132,19405,chevrolet,door,2017,clean vehicle,39687.0,silver,michigan,,,,,,,,,,,
133,5690,dodge,mpv,2018,clean vehicle,47085.0,silver,florida,,,,,,,,,,,
134,25900,chrysler,van,2017,clean vehicle,32224.0,silver,south carolina,,,,,,,,,,,
135,24005,chevrolet,1500,2017,clean vehicle,51293.0,beige,michigan,,,,,,,,,,,
136,5090,dodge,mpv,2018,clean vehicle,42989.0,gray,florida,,,,,,,,,,,
137,19500,chrysler,300,2017,clean vehicle,31311.0,gray,arizona,,,,,,,,,,,
138,32012,chevrolet,1500,2017,clean vehicle,46091.0,white,michigan,,,,,,,,,,,
139,6800,dodge,dart,2016,clean vehicle,49033.0,black,michigan,,,,,,,,,,,
140,4260,dodge,mpv,2018,clean vehicle,33957.0,gray,florida,,,,,,,,,,,
142,31802,chevrolet,2500,2017,clean vehicle,19845.0,silver,michigan,,,,,,,,,,,
143,7210,dodge,doors,2018,clean vehicle,38910.0,black,florida,,,,,,,,,,,
145,28402,chevrolet,1500,2017,clean vehicle,31234.0,black,michigan,,,,,,,,,,,
146,6800,dodge,doors,2018,clean vehicle,36767.0,gray,florida,,,,,,,,,,,
147,33300,cadillac,esv,2015,clean vehicle,57932.0,gray,washington,,,,,,,,,,,
148,10780,dodge,mpv,2018,clean vehicle,19420.0,white,florida,,,,,,,,,,,
149,6700,ford,cutaway,2014,clean vehicle,204155.0,beige,pennsylvania,,,,,,,,,,,
150,20000,chevrolet,1500,2016,clean vehicle,93493.0,white,washington,,,,,,,,,,,
151,6440,chrysler,doors,2018,clean vehicle,20942.0,gray,florida,,,,,,,,,,,
152,19900,ford,door,2016,clean vehicle,86826.0,gray,south carolina,,,,,,,,,,,
153,37000,chevrolet,door,2015,clean vehicle,45787.0,white,washington,,,,,,,,,,,
154,4040,dodge,mpv,2018,clean vehicle,50765.0,red,florida,,,,,,,,,,,
155,22300,ford,explorer,2016,clean vehicle,62774.0,black,south carolina,,,,,,,,,,,
156,31200,chevrolet,door,2011,clean vehicle,76326.0,gray,washington,,,,,,,,,,,
157,4290,dodge,mpv,2018,clean vehicle,39029.0,white,florida,,,,,,,,,,,
158,22800,ford,el,2016,clean vehicle,72885.0,silver,south carolina,,,,,,,,,,,
159,19002,cadillac,door,2016,clean vehicle,46467.0,white,michigan,,,,,,,,,,,
160,4160,dodge,mpv,2018,clean vehicle,6743.0,gray,florida,,,,,,,,,,,
161,18500,ford,edge,2016,clean vehicle,33514.0,white,south carolina,,,,,,,,,,,
162,39000,bmw,series,2016,clean vehicle,39917.0,blue,michigan,,,,,,,,,,,
163,6060,dodge,doors,2018,clean vehicle,32504.0,black,florida,,,,,,,,,,,
164,28800,ford,door,2016,clean vehicle,77638.0,white,south carolina,,,,,,,,,,,
165,40000,bmw,series,2016,clean vehicle,31727.0,gray,michigan,,,,,,,,,,,
166,6140,dodge,doors,2018,clean vehicle,52966.0,silver,florida,,,,,,,,,,,
167,21000,ford,flex,2016,clean vehicle,24157.0,gray,south carolina,,,,,,,,,,,
168,20105,buick,door,2016,clean vehicle,51393.0,beige,michigan,,,,,,,,,,,
169,6760,dodge,doors,2018,clean vehicle,35461.0,white,florida,,,,,,,,,,,
170,25800,ford,door,2014,clean vehicle,47055.0,brown,pennsylvania,,,,,,,,,,,
171,39000,bmw,series,2016,clean vehicle,33110.0,black,michigan,,,,,,,,,,,
172,5470,dodge,mpv,2018,clean vehicle,39721.0,black,florida,,,,,,,,,,,
173,14600,ford,door,2014,clean vehicle,75785.0,black,pennsylvania,,,,,,,,,,,
174,24502,chevrolet,1500,2016,clean vehicle,33624.0,black,michigan,,,,,,,,,,,
175,15110,ford,door,2017,clean vehicle,42289.0,white,texas,,,,,,,,,,,
176,7900,ford,door,2014,clean vehicle,79422.0,white,new york,,,,,,,,,,,
177,27305,chevrolet,door,2016,clean vehicle,28844.0,blue,michigan,,,,,,,,,,,
178,15290,ford,door,2017,clean vehicle,66582.0,white,texas,,,,,,,,,,,
179,26500,ford,door,2015,clean vehicle,61436.0,silver,south carolina,,,,,,,,,,,
180,25502,chevrolet,door,2016,clean vehicle,58303.0,silver,michigan,,,,,,,,,,,
181,7320,ford,mpv,2017,clean vehicle,55618.0,white,texas,,,,,,,,,,,
182,3800,chevrolet,van,2009,clean vehicle,261648.0,white,michigan,,,,,,,,,,,
183,24502,chevrolet,door,2016,clean vehicle,33045.0,white,michigan,,,,,,,,,,,
184,4140,ford,door,2017,clean vehicle,40747.0,white,texas,,,,,,,,,,,
185,1400,dodge,pk,2002,clean vehicle,185460.0,black,michigan,,,,,,,,,,,
186,18402,cadillac,srx,2016,clean vehicle,26667.0,gray,michigan,,,,,,,,,,,
187,4160,ford,door,2017,clean vehicle,37176.0,white,texas,,,,,,,,,,,
189,24503,chevrolet,colorado,2016,clean vehicle,18006.0,brown,michigan,,,,,,,,,,,
190,15840,ford,door,2017,clean vehicle,72445.0,white,texas,,,,,,,,,,,
191,20500,ford,door,2014,clean vehicle,123355.0,black,south carolina,,,,,,,,,,,
192,21003,chevrolet,1500,2016,clean vehicle,44116.0,silver,michigan,,,,,,,,,,,
193,4200,ford,door,2017,clean vehicle,60219.0,red,texas,,,,,,,,,,,
194,17400,ford,door,2011,clean vehicle,135077.0,red,georgia,,,,,,,,,,,
195,32001,chevrolet,door,2016,clean vehicle,32058.0,black,michigan,,,,,,,,,,,
198,31009,chevrolet,door,2016,clean vehicle,33928.0,white,michigan,,,,,,,,,,,
199,3740,ford,wagon,2017,clean vehicle,90618.0,white,texas,,,,,,,,,,,
200,5000,dodge,pickup,2001,clean vehicle,109360.0,white,georgia,,,,,,,,,,,
201,31002,chevrolet,door,2016,clean vehicle,71809.0,white,michigan,,,,,,,,,,,
202,3160,ford,doors,2017,clean vehicle,31563.0,gray,texas,,,,,,,,,,,
203,8600,dodge,pickup,2005,clean vehicle,219823.0,gray,south carolina,,,,,,,,,,,
204,6000,chevrolet,malibu,2018,clean vehicle,42090.0,gray,texas,,,,,,,,,,,
205,12990,ford,door,2017,clean vehicle,126523.0,white,texas,,,,,,,,,,,
207,13200,buick,encore,2017,clean vehicle,60171.0,black,texas,,,,,,,,,,,
208,4410,ford,wagon,2017,clean vehicle,209915.0,white,texas,,,,,,,,,,,
210,22500,chevrolet,camaro,2020,clean vehicle,13826.0,green,georgia,,,,,,,,,,,
211,7420,ford,mpv,2017,clean vehicle,55854.0,white,texas,,,,,,,,,,,
212,13500,ford,door,2016,clean vehicle,45757.0,silver,arizona,,,,,,,,,,,
213,15500,chevrolet,trax,2020,clean vehicle,16545.0,white,georgia,,,,,,,,,,,
214,3540,ford,door,2017,clean vehicle,112893.0,white,texas,,,,,,,,,,,
215,17000,ford,door,2016,clean vehicle,126802.0,no_color,florida,,,,,,,,,,,
216,45500,chevrolet,tahoe,2020,clean vehicle,13303.0,white,georgia,,,,,,,,,,,
217,4130,ford,door,2017,clean vehicle,34061.0,silver,texas,,,,,,,,,,,
218,15700,ford,door,2015,clean vehicle,70251.0,white,arizona,,,,,,,,,,,
219,45500,chevrolet,tahoe,2020,clean vehicle,13679.0,gray,georgia,,,,,,,,,,,
220,4130,ford,doors,2017,clean vehicle,42426.0,gray,texas,,,,,,,,,,,
221,15500,dodge,door,2012,clean vehicle,66452.0,black,pennsylvania,,,,,,,,,,,
222,16300,chevrolet,trax,2020,clean vehicle,18221.0,white,georgia,,,,,,,,,,,
223,4530,ford,mpv,2017,clean vehicle,41455.0,white,texas,,,,,,,,,,,
224,15600,dodge,door,2011,clean vehicle,35275.0,black,pennsylvania,,,,,,,,,,,
225,45500,chevrolet,tahoe,2020,clean vehicle,13885.0,white,georgia,,,,,,,,,,,
226,4100,ford,door,2017,clean vehicle,38815.0,gray,texas,,,,,,,,,,,
227,18200,dodge,door,2011,clean vehicle,162281.0,white,pennsylvania,,,,,,,,,,,
228,10200,chevrolet,door,2013,clean vehicle,56479.0,black,texas,,,,,,,,,,,
229,4080,ford,doors,2017,clean vehicle,61027.0,black,texas,,,,,,,,,,,
230,5700,ford,van,2014,clean vehicle,178703.0,white,florida,,,,,,,,,,,
231,10200,chevrolet,3500,2014,clean vehicle,173469.0,white,texas,,,,,,,,,,,
232,5000,ford,door,2017,clean vehicle,37321.0,white,texas,,,,,,,,,,,
233,1700,ford,door,2014,clean vehicle,112789.0,white,florida,,,,,,,,,,,
234,6200,bmw,door,2011,clean vehicle,80394.0,gray,texas,,,,,,,,,,,
235,3650,ford,door,2016,clean vehicle,68142.0,white,texas,,,,,,,,,,,
236,10500,dodge,door,2014,clean vehicle,74203.0,white,arizona,,,,,,,,,,,
237,43500,chevrolet,2500,2018,clean vehicle,57604.0,white,georgia,,,,,,,,,,,
238,4610,dodge,van,2016,clean vehicle,87229.0,silver,texas,,,,,,,,,,,
239,3450,ford,door,2012,clean vehicle,90711.0,white,florida,,,,,,,,,,,
240,38500,chevrolet,suburban,2018,clean vehicle,11135.0,silver,georgia,,,,,,,,,,,
241,6810,ford,mpv,2016,clean vehicle,66781.0,silver,texas,,,,,,,,,,,
242,2900,ford,cargo,2011,clean vehicle,190994.0,white,florida,,,,,,,,,,,
243,43500,chevrolet,2500,2018,clean vehicle,56007.0,white,georgia,,,,,,,,,,,
244,4450,ford,mpv,2016,clean vehicle,32486.0,white,texas,,,,,,,,,,,
245,5800,ford,door,2011,clean vehicle,195908.0,white,florida,,,,,,,,,,,
246,16500,chevrolet,equinox,2018,clean vehicle,18020.0,silver,georgia,,,,,,,,,,,
247,4240,dodge,mpv,2016,clean vehicle,83262.0,white,texas,,,,,,,,,,,
248,26500,ford,pickup,2008,clean vehicle,62015.0,white,pennsylvania,,,,,,,,,,,
249,13700,chevrolet,equinox,2017,clean vehicle,36421.0,silver,georgia,,,,,,,,,,,
250,8600,ford,door,2016,clean vehicle,73321.0,white,texas,,,,,,,,,,,
251,8000,ford,chassis,2008,clean vehicle,132379.0,white,florida,,,,,,,,,,,
252,14200,chevrolet,equinox,2017,clean vehicle,28013.0,silver,georgia,,,,,,,,,,,
253,7040,ford,mpv,2016,clean vehicle,33291.0,silver,texas,,,,,,,,,,,
254,4700,ford,chassis,2005,clean vehicle,225236.0,no_color,florida,,,,,,,,,,,
255,30851,chevrolet,door,2016,clean vehicle,43176.0,red,georgia,,,,,,,,,,,
256,4880,ford,mpv,2016,clean vehicle,36876.0,silver,texas,,,,,,,,,,,
257,14500,dodge,pickup,2006,clean vehicle,111782.0,silver,pennsylvania,,,,,,,,,,,
258,7600,chevrolet,door,2017,clean vehicle,110489.0,brown,nebraska,,,,,,,,,,,
259,13270,ford,door,2016,clean vehicle,84035.0,white,texas,,,,,,,,,,,
260,12800,ford,door,2012,clean vehicle,131101.0,gray,arizona,,,,,,,,,,,
261,33000,chevrolet,1500,2018,clean vehicle,52521.0,white,ontario,,,,,,,,,,,
262,9280,ford,door,2016,clean vehicle,101380.0,white,texas,,,,,,,,,,,
264,7560,ford,door,2016,clean vehicle,111476.0,gray,texas,,,,,,,,,,,
265,19500,ford,drw,2011,clean vehicle,76897.0,white,pennsylvania,,,,,,,,,,,
266,17100,chevrolet,malibu,2019,clean vehicle,15780.0,white,washington,,,,,,,,,,,
267,8020,ford,door,2016,clean vehicle,31944.0,white,texas,,,,,,,,,,,
268,10300,ford,fiesta,2019,clean vehicle,18937.0,black,missouri,,,,,,,,,,,
269,22600,chevrolet,van,2019,clean vehicle,9706.0,white,washington,,,,,,,,,,,
270,10480,ford,doors,2016,clean vehicle,57289.0,gray,texas,,,,,,,,,,,
271,10300,ford,fiesta,2019,clean vehicle,19956.0,silver,missouri,,,,,,,,,,,
272,22700,chevrolet,van,2019,clean vehicle,6075.0,white,washington,,,,,,,,,,,
273,7410,ford,door,2016,clean vehicle,21034.0,gray,texas,,,,,,,,,,,
274,10300,ford,fiesta,2019,clean vehicle,22881.0,gray,missouri,,,,,,,,,,,
275,10300,chevrolet,door,2013,clean vehicle,167600.0,gray,washington,,,,,,,,,,,
276,7570,ford,door,2016,clean vehicle,37252.0,white,texas,,,,,,,,,,,
277,67000,dodge,challenger,2019,clean vehicle,10944.0,blue,ohio,,,,,,,,,,,
278,18900,chevrolet,impala,2019,clean vehicle,27601.0,white,texas,,,,,,,,,,,
279,12560,ford,doors,2019,clean vehicle,15958.0,white,florida,,,,,,,,,,,
280,33000,dodge,durango,2019,clean vehicle,32251.0,white,ohio,,,,,,,,,,,
281,18300,chevrolet,impala,2019,clean vehicle,25809.0,black,texas,,,,,,,,,,,
282,11760,ford,cab,2017,clean vehicle,30553.0,white,texas,,,,,,,,,,,
283,31700,dodge,durango,2019,clean vehicle,26549.0,red,ohio,,,,,,,,,,,
286,7340,ford,doors,2019,clean vehicle,15854.0,gray,florida,,,,,,,,,,,
287,8200,hyundai,door,2017,clean vehicle,56690.0,white,connecticut,,,,,,,,,,,
288,3000,kia,door,2013,clean vehicle,97142.0,silver,missouri,,,,,,,,,,,
289,6530,jeep,mpv,2019,clean vehicle,10185.0,black,georgia,,,,,,,,,,,
291,12700,kia,soul,2019,clean vehicle,23514.0,silver,california,,,,,,,,,,,
292,13800,kia,sorento,2017,clean vehicle,86959.0,gray,north carolina,,,,,,,,,,,
295,7400,ford,doors,2019,clean vehicle,16482.0,gray,florida,,,,,,,,,,,
296,9800,hyundai,elantra,2017,clean vehicle,35687.0,red,connecticut,,,,,,,,,,,
298,4400,jeep,mpv,2019,clean vehicle,17911.0,green,georgia,,,,,,,,,,,
299,10330,infiniti,mpv,2019,clean vehicle,21278.0,blue,florida,,,,,,,,,,,
300,1800,chevrolet,door,2011,salvage insurance,47269.0,black,arkansas,,,,,,,,,,,
303,22800,ford,door,2017,clean vehicle,67217.0,red,michigan,,,,,,,,,,,
304,2500,ford,door,2017,salvage insurance,78698.0,black,california,,,,,,,,,,,
306,9190,gmc,mpv,2017,clean vehicle,41961.0,black,virginia,,,,,,,,,,,
307,10900,jeep,mpv,2019,clean vehicle,13273.0,red,michigan,,,,,,,,,,,
308,10400,infiniti,mpv,2019,clean vehicle,31713.0,black,florida,,,,,,,,,,,
312,22809,ford,f-150,2017,clean vehicle,50732.0,black,michigan,,,,,,,,,,,
315,5520,gmc,mpv,2017,clean vehicle,52904.0,silver,virginia,,,,,,,,,,,
316,10900,jeep,mpv,2019,clean vehicle,14195.0,orange,michigan,,,,,,,,,,,
317,6330,jeep,mpv,2019,clean vehicle,43965.0,red,florida,,,,,,,,,,,
320,2320,dodge,door,2007,clean vehicle,112182.0,red,florida,,,,,,,,,,,
321,23702,ford,door,2017,clean vehicle,49024.0,black,michigan,,,,,,,,,,,
324,5520,gmc,mpv,2017,clean vehicle,35821.0,silver,virginia,,,,,,,,,,,
326,14810,infiniti,mpv,2019,clean vehicle,32611.0,brown,florida,,,,,,,,,,,
328,2960,chrysler,van,2008,clean vehicle,164048.0,red,florida,,,,,,,,,,,
329,24800,ford,door,2017,clean vehicle,46955.0,gray,michigan,,,,,,,,,,,
332,6270,gmc,mpv,2017,clean vehicle,70443.0,black,virginia,,,,,,,,,,,
334,10050,infiniti,mpv,2019,clean vehicle,18229.0,gray,florida,,,,,,,,,,,
336,26900,chevrolet,traverse,2018,clean vehicle,42941.0,black,missouri,,,,,,,,,,,
337,1420,chrysler,door,2007,clean vehicle,104405.0,gold,florida,,,,,,,,,,,
338,27003,ford,door,2017,clean vehicle,57186.0,black,michigan,,,,,,,,,,,
341,5600,gmc,mpv,2017,clean vehicle,59808.0,black,virginia,,,,,,,,,,,
343,10120,infiniti,mpv,2019,clean vehicle,20681.0,white,florida,,,,,,,,,,,
345,3920,ford,door,2015,clean vehicle,102700.0,white,georgia,,,,,,,,,,,
346,23100,ford,door,2017,clean vehicle,53270.0,black,michigan,,,,,,,,,,,
